Mun;Referen;N.Fijo ;D;Pal;Nlo;Nuc;Cvia;Descripción Vía               ;Npor;Es;Pl;Man;De;Superfic
069;8696116;3069360;U;P;002;001;2620;LAUAIZETA, CALLE DE           ;033 ;  ;01;   ;V ;   100,00;
069;8696116;3069360;U; ;003;001;2620;LAUAIZETA, CALLE DE           ;033 ;  ;BH;   ;V ;    40,00;
069;8696116;3069360;U; ;004;002;2620;LAUAIZETA, CALLE DE           ;033 ;  ;00;   ;T ;    30,00;
069;8696117;6119209;R;P;001;000;2620;LAUAIZETA, CALLE DE           ;906 ;  ;  ;   ;S ;   358,00;
069;8696118;6098819;N;P;001;000;2620;LAUAIZETA, CALLE DE           ;907 ;  ;  ;   ;S ;   495,00;
069;8696119;5003857;Y; ;001;001;2620;LAUAIZETA, CALLE DE           ;045 ;  ;00;   ;H ;   120,00;
069;8696119;5003857;Y;P;002;001;2620;LAUAIZETA, CALLE DE           ;045 ;  ;01;   ;V ;   120,00;
069;8696119;5003857;Y; ;003;001;2620;LAUAIZETA, CALLE DE           ;045 ;  ;BH;   ;T ;   120,00;
069;8696120;6095502;V;P;001;000;2620;LAUAIZETA, CALLE DE           ;905 ;  ;  ;   ;S ; 13324,00;
069;8696121;6095505;W;P;001;000;2620;LAUAIZETA, CALLE DE           ;908 ;  ;  ;   ;S ; 21797,00;
069;8696122;6095629;S;P;001;000;0260;ALTZA, PASEO DE               ;914 ;  ;  ;   ;S ; 23948,00;
069;8696123;6095499;J;P;001;000;2620;LAUAIZETA, CALLE DE           ;902 ;  ;  ;   ;S ;  1129,00;
069;8696124;3082309;D;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;05;B  ;V ;    69,81;
069;8696124;3082310;B;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;01;B  ;V ;    69,81;
069;8696124;3082311;J;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;00;005;C ;    17,28;
069;8696124;3082312;R;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;00;001;C ;    13,42;
069;8696124;3082313;C;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;00;009;C ;    78,00;
069;8696124;3082315;S;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;03;B  ;V ;    69,81;
069;8696124;3082317;L;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;00;006;C ;    17,61;
069;8696124;3082318;T;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;02;C  ;V ;    69,81;
069;8696124;3082319;E;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;03;C  ;V ;    69,81;
069;8696124;3082320;C;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;04;C  ;V ;    69,81;
069;8696124;3082321;K;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;04;B  ;V ;    69,81;
069;8696124;3082322;S;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;02;A  ;V ;    68,93;
069;8696124;3082323;D;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;03;A  ;V ;    68,93;
069;8696124;3082324;L;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;05;C  ;V ;    69,81;
069;8696124;3082325;T;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;00;004;C ;    18,36;
069;8696124;3082326;E;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;00;002;C ;    43,30;
069;8696124;3082327;M;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;00;003;C ;    20,15;
069;8696124;3082328;U;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;05;A  ;V ;    68,93;
069;8696124;3082329;F;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;03;D  ;V ;    68,93;
069;8696124;3082331;L;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;02;B  ;V ;    69,81;
069;8696124;3082332;T;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;02;D  ;V ;    68,93;
069;8696124;3082333;E;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;01;C  ;V ;    69,81;
069;8696124;3082334;M;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;01;D  ;V ;    68,93;
069;8696124;3082335;U;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;04;A  ;V ;    68,93;
069;8696124;3082336;F;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;00;007;C ;    23,42;
069;8696124;3082337;N;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;05;D  ;V ;    68,93;
069;8696124;3082338;V;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;04;D  ;V ;    68,93;
069;8696124;3169703;C;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;01;A  ;V ;    68,93;
069;8696124;3199493;L;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;00;9BI;G ;    18,00;
069;8696124;3215864;E;P;001;001;0480;ARRIBERRI, GRUPO              ;014 ;  ;00;008;C ;    26,96;
069;8696125;6145828;K;P;001;000;0260;ALTZA, PASEO DE               ;907 ;  ;  ;   ;S ; 43269,00;
069;8696126;3070126;B;P;001;001;2620;LAUAIZETA, CALLE DE           ;036 ;  ;00;   ;V ;    84,00;
069;8696126;3070593;Q;P;001;001;2620;LAUAIZETA, CALLE DE           ;038 ;  ;01;   ;V ;    84,00;
069;8696127;6075745;D;P;001;001;2620;LAUAIZETA, CALLE DE           ;027 ;  ;00;B  ;V ;     2,18;
069;8696127;6075745;D; ;002;001;2620;LAUAIZETA, CALLE DE           ;027 ;  ;00;B  ;G ;    19,20;
069;8696127;6075745;D; ;003;001;2620;LAUAIZETA, CALLE DE           ;027 ;  ;01;B  ;V ;    29,22;
069;8696127;6075745;D; ;004;001;2620;LAUAIZETA, CALLE DE           ;027 ;  ;02;B  ;V ;    38,83;
069;8696127;6075746;L;P;001;001;2620;LAUAIZETA, CALLE DE           ;027 ;  ;00;A  ;V ;     2,18;
069;8696127;6075746;L; ;002;001;2620;LAUAIZETA, CALLE DE           ;027 ;  ;00;A  ;G ;    19,06;
069;8696127;6075746;L; ;003;001;2620;LAUAIZETA, CALLE DE           ;027 ;  ;01;A  ;V ;    29,45;
069;8696127;6075746;L; ;004;001;2620;LAUAIZETA, CALLE DE           ;027 ;  ;02;A  ;V ;    39,18;
069;8696128;3081482;Y;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;00;   ;C ;    21,00;
069;8696128;3081483;Q;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;00;   ;C ;    39,00;
069;8696128;3081484;B;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;04;B  ;V ;    66,00;
069;8696128;3081486;R;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;00;   ;C ;    18,00;
069;8696128;3081487;C;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;00;   ;C ;    18,00;
069;8696128;3081488;K;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;01;A  ;V ;    60,00;
069;8696128;3081489;S;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;02;D  ;V ;    61,00;
069;8696128;3081491;B;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;01;B  ;V ;    66,00;
069;8696128;3081492;J;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;04;A  ;V ;    60,00;
069;8696128;3081493;R;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;02;B  ;V ;    66,00;
069;8696128;3081494;C;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;01;C  ;V ;    66,00;
069;8696128;3081495;K;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;00;   ;C ;    31,00;
069;8696128;3081496;S;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;00;   ;C ;    26,00;
069;8696128;3081497;D;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;03;C  ;V ;    66,00;
069;8696128;3081498;L;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;04;C  ;V ;    66,00;
069;8696128;3081499;T;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;03;D  ;V ;    61,00;
069;8696128;3081500;P;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;02;A  ;V ;    60,00;
069;8696128;3081501;A;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;00;   ;C ;    39,00;
069;8696128;3081502;Y;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;03;B  ;V ;    66,00;
069;8696128;3081503;Q;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;00;   ;C ;    27,00;
069;8696128;3081504;B;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;04;D  ;V ;    61,00;
069;8696128;3141081;G;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;02;C  ;V ;    66,32;
069;8696128;3169456;H;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;03;A  ;V ;    60,00;
069;8696128;3199030;S;P;001;001;0510;ARRIZAR, GRUPO                ;008 ;  ;01;D  ;V ;    61,00;
069;8696129;3081506;R;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;02;B  ;V ;    66,00;
069;8696129;3081507;C;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;03;D  ;V ;    60,00;
069;8696129;3081508;K;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;01;A  ;V ;    66,00;
069;8696129;3081509;S;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;00;A  ;V ;    60,00;
069;8696129;3081510;Q;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;00;B  ;V ;    66,00;
069;8696129;3081511;B;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;04;B  ;V ;    66,00;
069;8696129;3081512;J;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;00;D  ;V ;    60,00;
069;8696129;3081513;R;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;00;C  ;V ;    66,00;
069;8696129;3081514;C;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;02;C  ;V ;    66,00;
069;8696129;3081515;K;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;02;D  ;V ;    59,00;
069;8696129;3081516;S;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;03;B  ;V ;    66,00;
069;8696129;3081517;D;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;04;D  ;V ;    64,00;
069;8696129;3081518;L;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;04;C  ;V ;    66,00;
069;8696129;3081519;T;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;03;C  ;V ;    66,00;
069;8696129;3081520;R;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;01;D  ;V ;    60,00;
069;8696129;3081521;C;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;02;A  ;V ;    60,00;
069;8696129;3081522;K;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;01;C  ;V ;    66,00;
069;8696129;3081523;S;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;03;A  ;V ;    60,00;
069;8696129;3081524;D;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;04;A  ;V ;    60,00;
069;8696129;3081525;L;P;001;001;0510;ARRIZAR, GRUPO                ;009 ;  ;01;B  ;V ;    66,00;
069;8696130;3081548;X;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;01;E  ;V ;    61,49;
069;8696130;3081549;W;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;015;C ;    11,20;
069;8696130;3081550;U;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;03;C  ;V ;    60,87;
069;8696130;3081551;F;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;013;C ;    18,50;
069;8696130;3081552;N;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;02;B  ;V ;    61,49;
069;8696130;3081555;X;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;3-4;C ;    44,45;
069;8696130;3081556;W;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;03;D  ;V ;    60,87;
069;8696130;3081558;P;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;01;B  ;V ;    61,49;
069;8696130;3081560;V;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;02;C  ;V ;    60,87;
069;8696130;3081561;G;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;04;F  ;V ;    60,40;
069;8696130;3081562;X;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;02;A  ;V ;    60,40;
069;8696130;3081563;W;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;03;E  ;V ;    64,49;
069;8696130;3081564;H;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;007;C ;    30,24;
069;8696130;3081565;P;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;04;B  ;V ;    61,49;
069;8696130;3081566;A;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;04;D  ;V ;    60,87;
069;8696130;3081567;Y;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;04;A  ;V ;    60,40;
069;8696130;3081568;Q;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;02;D  ;V ;    60,87;
069;8696130;3081569;B;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;01;F  ;V ;    60,40;
069;8696130;3081570;W;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;008;C ;    30,96;
069;8696130;3081571;H;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;02;E  ;V ;    61,49;
069;8696130;3081572;P;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;02;F  ;V ;    60,40;
069;8696130;3081573;A;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;012;C ;    30,24;
069;8696130;3081574;Y;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;016;C ;    20,30;
069;8696130;3081575;Q;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;011;C ;    30,24;
069;8696130;3081576;B;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;006;C ;    18,50;
069;8696130;3081577;J;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;03;A  ;V ;    60,40;
069;8696130;3081578;R;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;017;C ;    15,40;
069;8696130;3081579;C;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;01;A  ;V ;    60,40;
069;8696130;3081580;A;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;01;D  ;V ;    60,87;
069;8696130;3081581;Y;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;01;C  ;V ;    60,87;
069;8696130;3081583;B;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;04;E  ;V ;    61,49;
069;8696130;3081584;J;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;03;F  ;V ;    60,40;
069;8696130;3169457;P;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;03;B  ;V ;    61,49;
069;8696130;3199031;D;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;04;C  ;V ;    60,87;
069;8696130;5138147;E;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;018;C ;    10,50;
069;8696130;5138173;V;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;010;C ;    20,30;
069;8696130;5138179;A;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;014;C ;    17,50;
069;8696130;5138199;C;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;009;C ;    20,30;
069;8696130;5138236;D;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;1A ;C ;    21,00;
069;8696130;5138250;D;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;00;002;C ;     6,72;
069;8696130;5175395;P;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH;  1;T ;     2,00;
069;8696130;5175396;A;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH;  2;T ;     2,00;
069;8696130;5175397;Y;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH;  3;T ;     2,00;
069;8696130;5175398;Q;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH;  4;T ;     2,00;
069;8696130;5175399;B;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH;  5;T ;     2,00;
069;8696130;5175400;U;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH;  6;T ;     2,00;
069;8696130;5175401;F;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH;  7;T ;     2,00;
069;8696130;5175403;V;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH;  8;T ;     2,00;
069;8696130;5175404;G;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 10;T ;     2,00;
069;8696130;5175405;X;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 11;T ;     2,00;
069;8696130;5175406;W;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 12;T ;     2,00;
069;8696130;5175408;P;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 13;T ;     2,00;
069;8696130;5175409;A;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 14;T ;     2,00;
069;8696130;5175410;V;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH;  9;T ;     2,00;
069;8696130;5175411;G;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 15;T ;     2,00;
069;8696130;5175413;W;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 16;T ;     2,00;
069;8696130;5175415;P;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 17;T ;     2,00;
069;8696130;5175416;A;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 18;T ;     2,00;
069;8696130;5175417;Y;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 19;T ;     2,00;
069;8696130;5175418;Q;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 21;T ;     2,00;
069;8696130;5175419;B;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 20;T ;     2,00;
069;8696130;5175420;W;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 22;T ;     2,00;
069;8696130;5175421;H;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 23;T ;     2,00;
069;8696130;5175422;P;P;001;001;0510;ARRIZAR, GRUPO                ;011 ;  ;BH; 24;T ;     2,00;
069;8696131;3199478;D;P;001;001;1290;DARIETA, CAMINO DE            ;001 ;  ;00;   ;E ;   360,00;
069;8696131;3199478;D; ;002;001;1290;DARIETA, CAMINO DE            ;001 ;  ;01;   ;E ;   360,00;
069;8696131;3199478;D; ;003;001;1290;DARIETA, CAMINO DE            ;001 ;  ;02;   ;E ;   360,00;
069;8696132;3082047;N;P;001;001;0480;ARRIBERRI, GRUPO              ;001 ;  ;04;B  ;V ;    69,00;
069;8696132;3082048;V;P;001;001;0480;ARRIBERRI, GRUPO              ;001 ;  ;03;B  ;V ;    69,00;
069;8696132;3082049;G;P;001;001;0480;ARRIBERRI, GRUPO              ;001 ;  ;05;A  ;V ;    69,00;
069;8696132;3082050;E;P;001;001;0480;ARRIBERRI, GRUPO              ;001 ;  ;05;B  ;V ;    69,00;
069;8696132;3082051;M;P;001;001;0480;ARRIBERRI, GRUPO              ;001 ;  ;03;A  ;V ;    69,00;
069;8696132;3082052;U;P;001;001;0480;ARRIBERRI, GRUPO              ;001 ;  ;02;B  ;V ;    69,00;
069;8696132;3082053;F;P;001;001;0480;ARRIBERRI, GRUPO              ;001 ;  ;02;A  ;V ;    69,00;
069;8696132;3082054;N;P;001;001;0480;ARRIBERRI, GRUPO              ;001 ;  ;04;A  ;V ;    69,00;
069;8696132;3141408;R;P;001;001;0480;ARRIBERRI, GRUPO              ;001 ;  ;00;   ;C ;   179,00;
069;8696132;3141409;C;P;001;001;0480;ARRIBERRI, GRUPO              ;001 ;  ;01;A  ;V ;    69,00;
069;8696132;3141410;A;P;001;001;0480;ARRIBERRI, GRUPO              ;001 ;  ;01;B  ;V ;    69,00;
069;8696133;3171012;Y;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;02;E  ;V ;    79,54;
069;8696133;3171013;Q;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;10;B  ;V ;    69,22;
069;8696133;3171014;B;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;02;D  ;V ;    69,22;
069;8696133;3171015;J;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;08;A  ;V ;    79,53;
069;8696133;3171017;C;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;03;D  ;V ;    69,22;
069;8696133;3171018;K;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;03;A  ;V ;    79,54;
069;8696133;3171019;S;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;02;A  ;V ;    79,54;
069;8696133;3171020;Q;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;09;B  ;V ;    69,22;
069;8696133;3171021;B;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;09;E  ;V ;    79,54;
069;8696133;3171022;J;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;01;B  ;V ;    69,22;
069;8696133;3171023;R;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;07;E  ;V ;    79,54;
069;8696133;3171024;C;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;11;E  ;V ;    79,54;
069;8696133;3171025;K;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;14;E  ;V ;    79,54;
069;8696133;3171026;S;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;08;E  ;V ;    79,54;
069;8696133;3171027;D;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;06;B  ;V ;    69,22;
069;8696133;3171028;L;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;05;A  ;V ;    79,54;
069;8696133;3171029;T;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;04;A  ;V ;    79,54;
069;8696133;3171030;R;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;04;B  ;V ;    69,22;
069;8696133;3171031;C;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;05;D  ;V ;    69,22;
069;8696133;3171032;K;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;00;45A;M ;   163,00;
069;8696133;3171034;D;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;01;A  ;V ;    79,54;
069;8696133;3171035;L;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;SM;A  ;C ;   131,00;
069;8696133;3171036;T;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;10;E  ;V ;    79,54;
069;8696133;3171038;M;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;14;A  ;V ;    79,53;
069;8696133;3171039;U;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;13;D  ;V ;    69,22;
069;8696133;3171040;S;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;12;E  ;V ;    79,54;
069;8696133;3171042;L;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;02;C  ;V ;    78,26;
069;8696133;3171043;T;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;12;A  ;V ;    79,53;
069;8696133;3171044;E;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;03;C  ;V ;    78,26;
069;8696133;3171045;M;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;13;A  ;V ;    79,53;
069;8696133;3171046;U;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;14;D  ;V ;    69,22;
069;8696133;3171047;F;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;10;D  ;V ;    69,22;
069;8696133;3171049;V;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;06;C  ;V ;    78,26;
069;8696133;3171050;T;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;10;C  ;V ;    78,26;
069;8696133;3171051;E;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;09;C  ;V ;    78,26;
069;8696133;3171052;M;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;SM;E  ;C ;   119,00;
069;8696133;3171053;U;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;12;B  ;V ;    69,22;
069;8696133;3171054;F;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;12;C  ;V ;    78,26;
069;8696133;3171055;N;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;07;C  ;V ;    78,26;
069;8696133;3171056;V;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;13;E  ;V ;    79,54;
069;8696133;3171057;G;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;04;D  ;V ;    69,22;
069;8696133;3171058;X;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;SM;C  ;C ;    34,00;
069;8696133;3171059;W;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;08;B  ;V ;    69,22;
069;8696133;3171060;U;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;04;E  ;V ;    79,54;
069;8696133;3171061;F;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;03;E  ;V ;    79,54;
069;8696133;3171062;N;P;001;001;2570;LARRATXO, PASEO DE            ;026 ;  ;02;B  ;V ;    69,22;
